city_source,ADM2_source,ADM1_source,country_source,country_code_source,city_destination,ADM2_destination,ADM1_destination,country_destination,country_code_destination,travel_advisor,travel_advisor_type,travel_restriction_date,travel_restriction_date_end,strict_restrictions,notes,tr_source1,accessed_date1,who_by1,tr_source2,accessed_date2,who_by2,,,,,,,,,,,,,,,,,,
,,,Japan,JP,,,,Turks & Caicos Islands,TC,,,2020-03-12,,no non-residents allowed,"Passengers who have been in China (People's Rep.), Iran, Italy, Japan, Korea (Rep.), Macao (SAR China), Singapore in the past 21 days are not allowed to enter Turks and Caicos.This does not apply to nationals and residents of Turks and Caicos. Nationals and residents of Turks and Caicos who have been in China (People's Rep.), Iran, Italy, Japan, Korea (Rep.), Macao (SAR China), Singapore in the past 21 days are subject to quarantine for 14 days.",https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-16,CAS,,,,,,,,,,,,,,,,,,,,,
,,,Macao,MO,,,,Turks & Caicos Islands,TC,,,2020-03-12,,no non-residents allowed,"Passengers who have been in China (People's Rep.), Iran, Italy, Japan, Korea (Rep.), Macao (SAR China), Singapore in the past 21 days are not allowed to enter Turks and Caicos.This does not apply to nationals and residents of Turks and Caicos. Nationals and residents of Turks and Caicos who have been in China (People's Rep.), Iran, Italy, Japan, Korea (Rep.), Macao (SAR China), Singapore in the past 21 days are subject to quarantine for 14 days.",https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-16,CAS,,,,,,,,,,,,,,,,,,,,,
,,,Singapore,SG,,,,Turks & Caicos Islands,TC,,,2020-03-12,,no non-residents allowed,"Passengers who have been in China (People's Rep.), Iran, Italy, Japan, Korea (Rep.), Macao (SAR China), Singapore in the past 21 days are not allowed to enter Turks and Caicos.This does not apply to nationals and residents of Turks and Caicos. Nationals and residents of Turks and Caicos who have been in China (People's Rep.), Iran, Italy, Japan, Korea (Rep.), Macao (SAR China), Singapore in the past 21 days are subject to quarantine for 14 days.",https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-16,CAS,,,,,,,,,,,,,,,,,,,,,
,,,South Korea,KR,,,,Turks & Caicos Islands,TC,,,2020-03-12,,no non-residents allowed,"Passengers who have been in China (People's Rep.), Iran, Italy, Japan, Korea (Rep.), Macao (SAR China), Singapore in the past 21 days are not allowed to enter Turks and Caicos.This does not apply to nationals and residents of Turks and Caicos. Nationals and residents of Turks and Caicos who have been in China (People's Rep.), Iran, Italy, Japan, Korea (Rep.), Macao (SAR China), Singapore in the past 21 days are subject to quarantine for 14 days.",https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-16,CAS,,,,,,,,,,,,,,,,,,,,,
,,,China,CN,,,,Tuvalu,TV,,,2020-02-03,,no non-residents allowed,Ban on people who have stayed in China within 30 days.,https://www.fj.emb-japan.go.jp/files/000564585.pdf,2020-02-28,CAS,,,,,,,,,,,,,,,,,,,,,
,,,Hong Kong,HK,,,,Tuvalu,TV,,,2020-02-03,,medical certificate required,"Travelers to high-risk countries must have a medical examination at least three days before entering Tuvalu and stay in a non-high-risk country for at least 5 days before re-entering Tuvalu. High risk countries include Japan, Singapore, Thailand and Hong Kong",https://www.fj.emb-japan.go.jp/files/000564585.pdf,2020-02-28,CAS,,,,,,,,,,,,,,,,,,,,,
,,,Japan,JP,,,,Tuvalu,TV,,,2020-02-03,,medical certificate required,"Travelers to high-risk countries must have a medical examination at least three days before entering Tuvalu and stay in a non-high-risk country for at least 5 days before re-entering Tuvalu. High risk countries include Japan, Singapore, Thailand and Hong Kong",https://www.fj.emb-japan.go.jp/files/000564585.pdf,2020-02-28,CAS,,,,,,,,,,,,,,,,,,,,,
,,,Singapore,SG,,,,Tuvalu,TV,,,2020-02-03,,medical certificate required,"Travelers to high-risk countries must have a medical examination at least three days before entering Tuvalu and stay in a non-high-risk country for at least 5 days before re-entering Tuvalu. High risk countries include Japan, Singapore, Thailand and Hong Kong",https://www.fj.emb-japan.go.jp/files/000564585.pdf,2020-02-28,CAS,,,,,,,,,,,,,,,,,,,,,
,,,Thailand,TH,,,,Tuvalu,TV,,,2020-02-03,,medical certificate required,"Travelers to high-risk countries must have a medical examination at least three days before entering Tuvalu and stay in a non-high-risk country for at least 5 days before re-entering Tuvalu. High risk countries include Japan, Singapore, Thailand and Hong Kong",https://www.fj.emb-japan.go.jp/files/000564585.pdf,2020-02-28,CAS,,,,,,,,,,,,,,,,,,,,,
,,,Austria,AT,,,,Uganda,UG,,,2020-03-13,,self-isolate on arrival,"Passengers who reside in Austria, Belgium, China (People's Rep.), France, Germany, Iran, Italy, Korea (Rep.), Malaysia, Netherlands, Norway, San Marino, Sweden, Switzerland, Spain, USA or United Kingdom will be quarantined for 14 days.",https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-16,CAS,,,,,,,,,,,,,,,,,,,,,
,,,Belgium,BE,,,,Uganda,UG,,,2020-03-13,,self-isolate on arrival,"Passengers who reside in Austria, Belgium, China (People's Rep.), France, Germany, Iran, Italy, Korea (Rep.), Malaysia, Netherlands, Norway, San Marino, Sweden, Switzerland, Spain, USA or United Kingdom will be quarantined for 14 days.",https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-16,CAS,,,,,,,,,,,,,,,,,,,,,
,,,China,CN,,,,Uganda,UG,,,2020-03-13,,self-isolate on arrival,"Passengers who reside in Austria, Belgium, China (People's Rep.), France, Germany, Iran, Italy, Korea (Rep.), Malaysia, Netherlands, Norway, San Marino, Sweden, Switzerland, Spain, USA or United Kingdom will be quarantined for 14 days.",https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-16,CAS,,,,,,,,,,,,,,,,,,,,,
,,,France,FR,,,,Uganda,UG,,,2020-03-13,,self-isolate on arrival,"Passengers who reside in Austria, Belgium, China (People's Rep.), France, Germany, Iran, Italy, Korea (Rep.), Malaysia, Netherlands, Norway, San Marino, Sweden, Switzerland, Spain, USA or United Kingdom will be quarantined for 14 days.",https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-16,CAS,,,,,,,,,,,,,,,,,,,,,
,,,Germany,DE,,,,Uganda,UG,,,2020-03-13,,self-isolate on arrival,"Passengers who reside in Austria, Belgium, China (People's Rep.), France, Germany, Iran, Italy, Korea (Rep.), Malaysia, Netherlands, Norway, San Marino, Sweden, Switzerland, Spain, USA or United Kingdom will be quarantined for 14 days.",https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-16,CAS,,,,,,,,,,,,,,,,,,,,,
,,,Iran,IR,,,,Uganda,UG,,,2020-03-13,,self-isolate on arrival,"Passengers who reside in Austria, Belgium, China (People's Rep.), France, Germany, Iran, Italy, Korea (Rep.), Malaysia, Netherlands, Norway, San Marino, Sweden, Switzerland, Spain, USA or United Kingdom will be quarantined for 14 days.",https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-16,CAS,,,,,,,,,,,,,,,,,,,,,
,,,Italy,IT,,,,Uganda,UG,,,2020-03-13,,self-isolate on arrival,"Passengers who reside in Austria, Belgium, China (People's Rep.), France, Germany, Iran, Italy, Korea (Rep.), Malaysia, Netherlands, Norway, San Marino, Sweden, Switzerland, Spain, USA or United Kingdom will be quarantined for 14 days.",https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-16,CAS,,,,,,,,,,,,,,,,,,,,,
,,,Malaysia,MY,,,,Uganda,UG,,,2020-03-13,,self-isolate on arrival,"Passengers who reside in Austria, Belgium, China (People's Rep.), France, Germany, Iran, Italy, Korea (Rep.), Malaysia, Netherlands, Norway, San Marino, Sweden, Switzerland, Spain, USA or United Kingdom will be quarantined for 14 days.",https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-16,CAS,,,,,,,,,,,,,,,,,,,,,
,,,Netherlands,NL,,,,Uganda,UG,,,2020-03-13,,self-isolate on arrival,"Passengers who reside in Austria, Belgium, China (People's Rep.), France, Germany, Iran, Italy, Korea (Rep.), Malaysia, Netherlands, Norway, San Marino, Sweden, Switzerland, Spain, USA or United Kingdom will be quarantined for 14 days.",https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-16,CAS,,,,,,,,,,,,,,,,,,,,,
,,,Norway,NO,,,,Uganda,UG,,,2020-03-13,,self-isolate on arrival,"Passengers who reside in Austria, Belgium, China (People's Rep.), France, Germany, Iran, Italy, Korea (Rep.), Malaysia, Netherlands, Norway, San Marino, Sweden, Switzerland, Spain, USA or United Kingdom will be quarantined for 14 days.",https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-16,CAS,,,,,,,,,,,,,,,,,,,,,
,,,San Marino,SM,,,,Uganda,UG,,,2020-03-13,,self-isolate on arrival,"Passengers who reside in Austria, Belgium, China (People's Rep.), France, Germany, Iran, Italy, Korea (Rep.), Malaysia, Netherlands, Norway, San Marino, Sweden, Switzerland, Spain, USA or United Kingdom will be quarantined for 14 days.",https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-16,CAS,,,,,,,,,,,,,,,,,,,,,
,,,South Korea,KR,,,,Uganda,UG,,,2020-03-13,,self-isolate on arrival,"Passengers who reside in Austria, Belgium, China (People's Rep.), France, Germany, Iran, Italy, Korea (Rep.), Malaysia, Netherlands, Norway, San Marino, Sweden, Switzerland, Spain, USA or United Kingdom will be quarantined for 14 days.",https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-16,CAS,,,,,,,,,,,,,,,,,,,,,
,,,Spain,ES,,,,Uganda,UG,,,2020-03-13,,self-isolate on arrival,"Passengers who reside in Austria, Belgium, China (People's Rep.), France, Germany, Iran, Italy, Korea (Rep.), Malaysia, Netherlands, Norway, San Marino, Sweden, Switzerland, Spain, USA or United Kingdom will be quarantined for 14 days.",https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-16,CAS,,,,,,,,,,,,,,,,,,,,,
,,,Sweden,SE,,,,Uganda,UG,,,2020-03-13,,self-isolate on arrival,"Passengers who reside in Austria, Belgium, China (People's Rep.), France, Germany, Iran, Italy, Korea (Rep.), Malaysia, Netherlands, Norway, San Marino, Sweden, Switzerland, Spain, USA or United Kingdom will be quarantined for 14 days.",https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-16,CAS,,,,,,,,,,,,,,,,,,,,,
,,,Switzerland,CH,,,,Uganda,UG,,,2020-03-13,,self-isolate on arrival,"Passengers who reside in Austria, Belgium, China (People's Rep.), France, Germany, Iran, Italy, Korea (Rep.), Malaysia, Netherlands, Norway, San Marino, Sweden, Switzerland, Spain, USA or United Kingdom will be quarantined for 14 days.",https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-16,CAS,,,,,,,,,,,,,,,,,,,,,
,,,United Kingdom,GB,,,,Uganda,UG,,,2020-03-13,,self-isolate on arrival,"Passengers who reside in Austria, Belgium, China (People's Rep.), France, Germany, Iran, Italy, Korea (Rep.), Malaysia, Netherlands, Norway, San Marino, Sweden, Switzerland, Spain, USA or United Kingdom will be quarantined for 14 days.",https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-16,CAS,,,,,,,,,,,,,,,,,,,,,
,,,United States,US,,,,Uganda,UG,,,2020-03-13,,self-isolate on arrival,"Passengers who reside in Austria, Belgium, China (People's Rep.), France, Germany, Iran, Italy, Korea (Rep.), Malaysia, Netherlands, Norway, San Marino, Sweden, Switzerland, Spain, USA or United Kingdom will be quarantined for 14 days.",https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-16,CAS,,,,,,,,,,,,,,,,,,,,,
,,,ALL,,,,,Ukraine,UA,,,2020-03-13,2020-04-03,no non-residents allowed,"International passengers will not be allowed to enter and/or transit Ukraine. Passengers will not be allowed to enter Ukraine for a period of two weeks, until 3 April 2020. This does not apply to nationals of Ukraine, to residents of Ukraine",https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-17,CAS,,,,,,,,,,,,,,,,,,,,,
Wuhan,,,China,CN,,,,United Arab Emirates,AE,,,2020-01-23,,flights suspended,all incoming and outgoing flights to Wuhan - the city at the centre of the crisis - have been cancelled,https://www.wam.ae/en/details/1395302820870,2020-02-28,CAS,,,,,,,,,,,,,,,,,,,,,
,,,China,CN,,,,United Arab Emirates,AE,,,2020-02-05,,flights suspended,"suspension of all flights to and from China, with the exception of the country's capital, Beijing, which will remain unaffected.",https://www.wam.ae/en/details/1395302820870,2020-02-28,CAS,,,,,,,,,,,,,,,,,,,,,
,,,China,CN,,,,United Arab Emirates,AE,,,2020-03-17,,health inspection on arrival,Passengers arriving from China (People's Rep.) must have departed from Beijing (PEK). All passengers and crew must go through a COVID-19 screening process.,https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-17,CAS,,,,,,,,,,,,,,,,,,,,,
,,,Iran,IR,,,,United Arab Emirates,AE,,,2020-03-12,,no non-residents allowed,Nationals of Iran are not allowed to transit or enter the United Arab Emirates.,https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-16,CAS,,,,,,,,,,,,,,,,,,,,,
,,,Italy,IT,,,,United Arab Emirates,AE,,,2020-03-17,,health inspection on arrival,Passengers arriving from Italy must have departed from Fiumicino (FCO) or Ciampino (CIA). All passengers and crew must go through a COVID-19 screening process. ,https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-17,CAS,,,,,,,,,,,,,,,,,,,,,
,,,Lebanon,LB,Abu Dhabi,,,United Arab Emirates,AE,,,2020-03-17,,health inspection on arrival,"Passengers arriving on a direct flight at Abu Dhabi (AUH) from Italy, Lebanon and Syria must go through a COVID-19 screening process and obtain a proof of screening slip before continuing to Immigration.",https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-17,CAS,,,,,,,,,,,,,,,,,,,,,
,,,Syria,SY,Abu Dhabi,,,United Arab Emirates,AE,,,2020-03-17,,health inspection on arrival,"Passengers arriving on a direct flight at Abu Dhabi (AUH) from Italy, Lebanon and Syria must go through a COVID-19 screening process and obtain a proof of screening slip before continuing to Immigration.",https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-17,CAS,,,,,,,,,,,,,,,,,,,,,
,,,China,CN,,,,United States,US,US State Department,Government,2020-01-27,,,all of China on Level 3 advisory: reconsider travel,https://travel.state.gov/content/travel/en/traveladvisories/traveladvisories/china-travel-advisory.html,2020-01-27,ARW,,,,,,,,,,,,,,,,,,,,,
,,,China,CN,,,,United States,US,Delta Airlines,Corporate,2020-01-31,,flights suspended,Suspend all airtravel from US to China Feb 6 - April 30,https://news.delta.com/delta-temporarily-suspend-all-us-china-flying,2020-02-08,ARW,,,,,,,,,,,,,,,,,,,,,
,Wuhan,Hubei Province,China,CN,,,,United States,US,US CDC,Government,2020-01-29,2020-11-02,self-isolate on arrival,"195 US citizens will spend 14 days at March Air Reserve Base in Riverside, CA after leaving Wuhan in quarantine",https://www.cdc.gov/media/releases/2020/s0131-federal-quarantine-march-air-reserve-base.html,2020-02-10,ARW,,,,,,,,,,,,,,,,,,,,,
,Shanghai Municipality,Shanghai Municipality,China,CN,,,,United States,US,United Airlines,Corporate,2020-01-22,2020-03-29,,travel waivers offered,https://www.united.com/ual/en/us/fly/travel/notices.html,2020-02-14,ARW,,,,,,,,,,,,,,,,,,,,,
,Chengdu,Sichuan Province,China,CN,,,,United States,US,United Airlines,Corporate,2020-01-24,2020-04-30,,travel waivers offered,https://www.united.com/ual/en/us/fly/travel/notices.html,2020-02-14,ARW,,,,,,,,,,,,,,,,,,,,,
,Beijing Municipality,Beijing Municipality,China,CN,,,,United States,US,United Airlines,Corporate,2020-01-24,2020-04-30,,travel waivers offered,https://www.united.com/ual/en/us/fly/travel/notices.html,2020-02-14,ARW,,,,,,,,,,,,,,,,,,,,,
,Hong Kong Special Administrative Region,Hong Kong Special Administrative Region,China,CN,,,,United States,US,United Airlines,Corporate,2020-01-24,2020-04-30,,travel waivers offered,https://www.united.com/ual/en/us/fly/travel/notices.html,2020-02-14,ARW,,,,,,,,,,,,,,,,,,,,,
,,,China,CN,,,,United States,US,United Airlines,Corporate,2020-01-28,2020-04-30,,travel waivers offered,https://www.united.com/ual/en/us/fly/travel/notices.html,2020-02-14,ARW,,,,,,,,,,,,,,,,,,,,,
,,,China,CN,,,,United States,US,US White House,Government,2020-02-02,,no non-residents allowed,"The entry into the United States, as immigrants or nonimmigrants, of all aliens who were physically present within the People’s Republic of China, excluding the Special Administrative Regions of Hong Kong and Macau, during the 14-day period preceding their entry or attempted entry into the United States is hereby suspended and limited subject to section 2 of this proclamation.",https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-02-12,TCO,https://www.whitehouse.gov/presidential-actions/proclamation-suspension-entry-immigrants-nonimmigrants-persons-pose-risk-transmitting-2019-novel-coronavirus/,2020-02-24,CAS,,,,,,,,,,,,,,,,,,
,,,Iran,IR,,,,United States,US,,,2020-03-14,,no non-residents allowed,"Passengers who have transited or have been in Austria, Belgium, Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Iceland, Italy, Latvia, Liechtenstein, Lithuania, Luxembourg, Malta, Netherlands, Norway, Poland, Portugal, Slovakia, Slovenia, Spain, Sweden or in Switzerland, in the past 14 days are not allowed to enter the USA.",https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-16,CAS,,,,,,,,,,,,,,,,,,,,,
,,,Austria,AT,,,,United States,US,,,2020-03-14,,no non-residents allowed,"Passengers who have transited or have been in Austria, Belgium, Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Iceland, Italy, Latvia, Liechtenstein, Lithuania, Luxembourg, Malta, Netherlands, Norway, Poland, Portugal, Slovakia, Slovenia, Spain, Sweden or in Switzerland, in the past 14 days are not allowed to enter the USA.",https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-16,CAS,,,,,,,,,,,,,,,,,,,,,
,,,Belgium,BE,,,,United States,US,,,2020-03-14,,no non-residents allowed,"Passengers who have transited or have been in Austria, Belgium, Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Iceland, Italy, Latvia, Liechtenstein, Lithuania, Luxembourg, Malta, Netherlands, Norway, Poland, Portugal, Slovakia, Slovenia, Spain, Sweden or in Switzerland, in the past 14 days are not allowed to enter the USA.",https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-16,CAS,,,,,,,,,,,,,,,,,,,,,
